word,part_of_speech,translate
utmost,n.,最大可能;極度;極限
fame,n.,"聲譽,名望"
sentiment,n.,情緒;感傷;感情
mango,n.,芒果
supply,n.,生活用品;補給品
yield,v.,使屈服;出產;讓路
chew,n.,咀嚼
rude,adj.,無禮的;粗魯的
vinegar,n.,醋
focus,v.,集中
still,adj.,靜止的
psychological,adj.,"心理的,精神的"
ownership,n.,所有權;物主身分
myth,n.,神話;虛構的人(或事物)
compromise,n.,(原則等的)放棄;危及;妥協
pin,v.,壓住;把...歸罪於;按住;釘住
creator,n.,創作者;創造者
output,v.,使出;生產;輸出
brook,n.,"小河,小溪"
typical,adj.,"典型的,有代表性的"
monthly,adj.,每月一次的;每月的
title,n.,標題;頭銜
ballet,n.,芭蕾舞
spit,n.,"唾液,口水"
cut,v.,切割;剪
high,n.,天空;高峰;高水準
overthrow,v.,廢除;打倒;推翻
once,n.,"一次,一回"
shower,n.,淋浴;陣雨
registration,n.,"登記,註冊,掛號"
temple,n.,廟宇;神殿
website,n.,網站
trip,v.,"失足,犯錯誤;旅行;絆,絆倒"
less,adv.,"不如;較小地,較少地"
dosage,n.,(藥的)劑量;服法
ravage,v.,使荒蕪;蹂躪
wash,n.,"洗,洗滌;要洗的(洗好的)衣服"
considerable,adj.,相當多的;相當大的
forward,v.,轉遞
capacity,n.,"容積;容量;容量,容積;才幹;資格;身分"
theatrical,adj.,劇場的;戲劇性的;戲劇的
flip,n.,輕彈;輕擊
fry,n.,炸薯條
chariot,v.,駕馭(戰車或馬車)
aboriginal,adj.,土著居民的;土著的
job,n.,工作;職業
both,adj.,兩者
deaf,adj.,聾的
clean,adv.,"乾淨地;完全地,全然地"
harm,n.,"危害;損傷,傷害"
hostess,n.,女主人
absent,v.,缺席
autograph,v.,親筆簽名於
poster,n.,"招貼,海報,廣告(畫)"
whole,n.,"全部,全體;整體"
nut,n.,核果
touch,n.,"少許;接觸;潤色;特長,才能;觸,碰"
express,n.,快車;快運;快遞
wreck,n.,"(船等的)失事,遇難"
beauty,n.,美人;美貌
initial,adj.,"開始的,最初的"
pioneer,v.,"當先驅,成為開拓者"
schedule,n.,時間表;清單;目錄;課程表
arrest,n.,逮捕;遏止
reality,n.,現實;真實
quilt,n.,被(子);被褥
spy,n.,間諜
quiver,v.,抖動(翅膀等);顫抖
lettuce,n.,類似萵苣的生菜
cane,n.,手杖;藤條
catch,v.,捕獲;接(球)
constant,adj.,"固定的,不變的"
stem,v.,"起源於,由...而造成"
investigator,n.,研究者;調查者
dependent,n.,受撫養者
down,n.,下降;有草丘陵地;絨毛;蕭條
project,n.,計畫
earn,v.,賺到
flare,v.,(搖曳不定地)燃燒;閃亮;閃耀
mine,v.,佈雷;破壞;開礦
height,n.,高度
rib,v.,嘲弄;裝肋於
mysterious,adj.,不可思議的;神祕的
denounce,v.,告發;譴責
hedge,v.,兩面下注;用樹籬圍住
outskirts,n.,(複數)郊外;郊區
spread,v.,展開;散布
shriek,n.,尖叫聲
hostile,adj.,懷敵意的;敵方的
optimistic,adj.,樂觀的
sledge,n.,雪橇
humor,n.,幽默
credible,adj.,可信的;可靠的
coverage,n.,保險項目;新聞報導;覆蓋範圍
discuss,v.,討論
conflict,n.,"抵觸,不一致"
purchase,n.,所購之物
subordinate,v.,使居次要地位;使服從;使隸屬
performer,n.,演出者;演奏者;表演者
goods,n.,商品;貨物
strain,v.,伸張;使緊蹦;扭傷;拉傷;拉緊;竭力;竭盡全力;過濾
example,n.,例子
tiny,adj.,微小的
shock,v.,使震動
martial,adj.,尚武的;戰爭的;軍事的
laugh,v.,笑
pond,n.,池塘
separate,adj.,"單獨的,個別的"
start,v.,開始
ethical,adj.,倫理的;道德的
significance,n.,"重要性,重要"
delicate,adj.,嬌貴的;易碎的
margin,n.,利潤;邊緣
hopeful,adj.,抱有希望的
buy,n.,便宜貨;購買
yeah,adv.,是
decay,n.,腐爛;蛀牙;衰敗
pastry,n.,酥皮點心
schedule,v.,安排;將……列入計畫（或時間）表
sad,adj.,難過的
mule,n.,固執的人;騾
thirty,n.,三十
whisk,n.,撢;攪拌器;迅速移動
machine,n.,機器
because,conj.,因為
native,n.,"土著,原住民"
carnation,n.,康乃馨;淡紅色;肉色
child,n.,小孩
spirit,n.,精神
rain,n.,雨
resolve,n.,"堅決,剛毅,果斷;決心,決意"
narrator,n.,敘述者;解說員
photo,n.,相片
never,adv.,永不
accustom,v.,使習慣於
print,n.,出版物;圖片印刷品
spinach,n.,菠菜
diplomatic,adj.,外交的;有外交手腕的
famous,adj.,著名的
fairy,n.,仙女;小妖精
paddle,n.,(桌球的)球拍;槳
physics,n.,物理
escalator,n.,電扶梯
aquarium,n.,水族館;養魚缸
audience,n.,聽眾
malaria,n.,瘧疾;瘴氣
adjective,n.,形容詞
draft,n.,徵兵;草稿;通風
save,v.,存錢;救;省
dictation,n.,口述;聽寫
naturalist,n.,博物學家
tribal,adj.,種族的;部落的
again,adv.,再一次
warrior,n.,勇士;戰士;武士
champion,n.,"優勝者,冠軍"
reckless,adj.,不在乎的;魯莽的
yes,n.,"肯定的回答,同意;贊成票"
heroic,n.,(常用 heroics ) 英雄辭令;豪壯行為
case,n.,案件;盒子
sanction,v.,對...實施制裁
behavior,n.,行為
wait,v.,等候
jack,v.,用千斤頂托起
fresh,adj.,新鮮的
conserve,v.,保存;保護;保護(自然資源);節省;節約(能源)
pave,v.,"鋪,築(路等)"
iceberg,n.,浮在海洋上的巨大冰塊
vendor,n.,小販
shepherd,n.,牧羊人
color,v.,影響;文飾;歪曲;渲染;著色
silkworm,n.,蠶
mumble,v.,含糊地說;咕噥
sober,adj.,嚴肅的;沒喝醉的;清醒的
condition,v.,決定;為...的條件
following,adj.,"下面的;接著的,其次的"
that,adv.,"那樣,那麼"
lunch,n.,午餐
enough,adv.,"充分地;很,十分;足夠地"
middle,adj.,中間的
another,adj.,另一個
change,n.,零錢
appliance,n.,"用具;裝置,設備"
theme,n.,主題思想;題材
shame,v.,使感到羞恥
lonely,adj.,寂寞的
stalk,v.,偷偷靠近;追蹤
introduction,n.,介紹;正式引見
ignore,v.,不理睬
soul,n.,靈魂
frequent,v.,"常到,常去"
watch,n.,手錶
coarse,adj.,"粗的,粗糙的"
tuna,n.,鮪魚
dull,adj.,乏味的;晦暗的;無光澤的
boss,n.,老闆
employee,n.,"受雇者,雇工,雇員"
wait,n.,等待;等待的時間
capital,adj.,主要的;可處死刑的;大寫的;應處死刑的;首位的
symbol,n.,符號;象徵
byte,n.,(電腦)位元組
poach,v.,侵佔;偷獵;水煮(蛋)
partly,adv.,部分地
regard,n.,事項;問候
remind,v.,提醒
soda,n.,汽水;蘇打
literacy,n.,識字;讀寫能力
account,v.,把...視為;說明
beloved,n.,心愛的人
combat,v.,反對;戰鬥;搏鬥;爭鬥
alike,adv.,"一樣地,相似地"
violence,n.,暴力行為
award,n.,獎;獎品
nutrient,adj.,"營養的,滋養的"
spoil,v.,"寵壞,溺愛"
artifact,n.,人工製品;手工藝品
firm,v.,使牢固;使穩固;變堅實
ward,v.,擋開;避開
novel,adj.,"新的,新穎的,新奇的"
reception,n.,"接待,接見;接待處"
mud,n.,泥巴
circumstance,n.,境況;境遇
coordinate,adj.,同等重要的;對等的;座標的
dark,adj.,黑暗的
bump,v.,"碰,撞"
decision,n.,決定
slap,v.,侮辱;摑...耳光
junk,v.,把...當廢物丟棄;拋棄
star,n.,明星;星星
disposal,n.,(自由)處置權;處理
shell,v.,剝...的殼;射擊;砲轟
career,n.,歷程;生涯;職業
leader,n.,領袖
tire,n.,輪胎
trash,n.,垃圾
something,n.,;某事;某人;重要的人(或事物)
fright,n.,"驚嚇,恐怖"
nun,n.,修女;尼姑
analyst,n.,分析師
center,n.,中心(點)
minister,n.,大臣;部長
clear,adv.,"清晰地,明瞭地"
visa,n.,簽證
converse,v.,"交談,談話"
nurse,n.,護士
sack,n.,粗布袋;袋
bowling,n.,保齡球戲
notable,n.,名人;顯要人物
intermediate,adj.,"中等程度的,中級的;中級的;中間的"
nourishment,n.,"食物,營養品;養育,滋養"
bush,n.,灌木
son,n.,兒子
nearby,adv.,在附近
quiz,v.,"挖苦,嘲弄;考問"
click,n.,卡嗒聲
retail,v.,以零售價格;以零售方式
crack,v.,砸開
fulfill,v.,履行(諾言等)
phrase,v.,"用言語表達,用(詞)"
hunter,n.,獵人
forward,adv.,向前地
dressing,n.,"(拌沙拉等用的)調料;佈置,裝飾;打扮"
dose,n.,"(藥物等的)一劑,一服"
promise,v.,答應
barbecue,n.,烤肉
most,adv.,"最;最多;非常,很"
rainbow,n.,彩虹
crawl,n.,緩慢的行進
lawn,n.,"草坪,草地"
conclude,v.,"推斷出,斷定"
version,n.,演出形式;版本;說法;譯文
healthy,adj.,健康的
talent,n.,天才
busy,v.,使忙於
melancholy,n.,愁思;憂鬱
actress,n.,女演員
great,adj.,大的;很棒
strict,adj.,"嚴謹的,精確的"
landscape,v.,在(一片土地)上造園
laser,n.,雷射
choose,v.,挑選;選擇
stab,n.,"刺,戳;刺破的傷口"
jaw,v.,對...嘮叨;責罵
haircut,n.,理髮
meet,v.,遇見
handful,n.,"少數,少量"
centimeter,n.,公分
toll,n.,傷亡人數;費用;通行費;鐘聲;長途電話費
kill,n.,屠殺;獵獲物
plunge,n.,猛跌;衝進;跳入
peel,v.,"削去;剝,去(皮,殼等)"
glass,n.,玻璃;玻璃杯
slender,adj.,纖細的
update,v.,使...合乎時代;更新
stocking,n.,長襪
grieve,v.,使悲傷;使苦惱
economic,adj.,經濟上的;經濟學的
outer,adj.,"外面的,外表的"
prosper,v.,"繁榮,昌盛"
duty,n.,義務;關稅
pineapple,n.,鳳梨
when,adv.,何時
influence,n.,影響
deliberate,adj.,深思熟慮的;蓄意的
division,n.,區域;部分;除(法)
military,adj.,軍事的
uniform,adj.,"不變的;相同的,一致的"
district,n.,"區;地區,區域,地帶;管區;行政區"
horizontal,n.,水平位置;水平線;水平面
solo,v.,單獨地;單獨表演;單飛
performance,n.,演出;演奏;表演
familiarity,n.,熟悉;通曉
tap,v.,"輕拍,輕叩"
each,adj.,每個
pudding,n.,布丁
either,conj.,或者(和or連用)
extra,adv.,"另外;特別地,非常地;額外地"
then,adv.,之後;當時;那麼
knowledge,n.,學問;知識
inch,v.,使緩慢地移動
dessert,n.,餐後甜點
mask,v.,在(臉上)戴面具;掩飾
bankrupt,v.,使破產;使赤貧
rustle,n.,沙沙聲;窸窣聲
contract,v.,承包;收縮;締結;訂契約
meanwhile,adv.,其間;同時
biological,adj.,生物學的;生物的
average,n.,平均;平均數
syllable,n.,音節
associate,v.,"聯想,把...聯想在一起"
mine,n.,地雷;坑道;我的東西;源泉;礦
headline,v.,給...加標題
subscription,n.,捐款;會費;署名;訂閱費
roughly,adv.,大約;粗暴地;粗糙地
installment,n.,分期付款;安置
sympathy,n.,"同情,同情心;弔唁"
all,n.,"全部財產;全體,一切"
demand,v.,"要求,請求"
rip,v.,扯;撕;撕開
fan,n.,扇子;迷友;風扇
hollow,v.,凹陷;挖空
bolt,v.,吞吃;用螺栓拴緊;衝出;閂上
kiss,v.,親吻
regret,n.,"哀悼;懊悔,悔恨;抱歉,遺憾"
mustache,n.,小鬍子;髭
tail,v.,"尾隨;盯梢;變少,縮小"
continental,adj.,大陸的;洲的
shift,v.,移動;轉移
entertainment,n.,"招待,款待;演藝界"
leg,n.,腿
mama,n.,(兒語)媽媽
peak,v.,使尖起;聳起;達到高峰
glacier,n.,冰河
confine,v.,使局限;監禁;限制;限制於...的範圍之內
bud,v.,使發芽
outside,adv.,外面地
envelope,n.,信封
kitty,n.,小貓
youthful,adj.,富青春活力的;年輕的
hike,v.,徒步旅行
consolation,n.,安慰;慰藉
liberate,v.,"解放,使獲自由"
price,n.,價錢
foundation,n.,"基礎;基金會;建立,創辦"
tunnel,v.,挖掘隧道
poverty,n.,"貧窮;貧窮,貧困"
missing,adj.,失蹤的;找不到的;缺掉的
near,prep.,接近
regulate,v.,為...制訂規章;調節
sand,v.,以沙堵塞;磨光
contend,v.,主張;力辯;搏鬥;爭取;爭鬥;競爭;聲稱
tempo,n.,拍子;速度
recorder,n.,錄影機;錄音機
hammer,n.,鎚
profit,v.,"得益,獲益"
lace,v.,用花邊等裝飾
journalist,n.,新聞工作者
supper,n.,晚餐
carpet,n.,地毯
stutter,n.,口吃;結巴
ache,n.,(持續性地)疼痛
plate,v.,鍍;電鍍
wage,n.,報酬;薪水
inwards,adv.,向內
portable,adj.,可攜帶的;手提式的;輕便的
feedback,n.,反饋的信息
poke,v.,戳;捅;撥弄
five,adj.,五的
translation,n.,譯文;譯本
imposing,adj.,壯觀的;氣勢宏偉的;莊嚴的
elect,adj.,"選定的,當選的"
hurt,n.,(精神上的)創傷;傷;痛
cross,v.,渡過;越過
doubt,v.,懷疑
hesitate,v.,猶豫;躊躇
virgin,adj.,未玷污的
pharmacist,n.,藥劑師;配藥者
mold,n.,模子;模製品;鑄型;霉
address,v.,向...致詞;寫上收件人姓名地址
printer,n.,印刷業者;印表機
appetite,n.,"胃口,食慾"
manipulate,v.,對...做手腳;操作;操縱;運用
stunt,n.,噱頭;矮小的人(或樹);絕技
supplement,v.,增補;為...補編附錄
light,adj.,輕的
humanity,n.,人性;人道;慈愛
intense,adj.,"強烈的,劇烈的"
experiment,n.,實驗;試驗
sound,adj.,"合理的,明智的;堅固的;完好的;殷實的"
hospitality,n.,好客;殷勤招待;飯店業
divorce,n.,離婚
foster,adj.,收養的
mutter,n.,咕噥;抱怨
front,adj.,前面的;正面的
hack,v.,劈;砍
humble,v.,使威信掃地;使謙卑
future,n.,未來
stick,n.,杖;枝條;棍;棒
café,n.,咖啡廳;小餐館
truant,n.,玩忽職守者;逃學者
routine,n.,例行公事
minimum,adj.,"最低的;最小的,最少的;最小量的"
otherwise,adv.,"否則,不然;除此以外"
obey,v.,服從
friend,n.,朋友
presentation,n.,"介紹,引見;呈現;贈送"
graduate,n.,大學畢業生
intelligence,n.,情報;智力;智慧;智能;理解力
eternity,n.,永世;永恆;永遠
wharf,n.,停泊處;碼頭
there,n.,"那個地方,那裡"
conversation,n.,會話
compose,v.,"作(詩,曲等);構(圖)"
vowel,n.,母音字母
litter,v.,亂丟(雜物)
regret,v.,懊悔
scoop,n.,勺子;戽斗
upstairs,adj.,樓上的
tempest,n.,暴風雨;暴風雪;騷動
false,adj.,假的
receipt,n.,"收據,收條"
debate,n.,辯論
rustle,v.,(樹葉;使沙沙作響;紙等)沙沙作響
verse,n.,詩;韻文
predecessor,n.,前任;祖先
tendency,n.,傾向;癖性;趨勢
criticize,v.,批判;批評;苛求
knee,n.,膝蓋
ending,n.,"字尾;終結;結局,結尾"
bang,v.,發出砰的一聲;砰地敲
retort,v.,反駁;回嘴
fowl,n.,禽;禽肉
dreary,adj.,慘淡的;沈悶的
exchange,n.,交換;交易所;交流
can,v.,能
tramp,n.,沈重的腳步聲;流浪;流浪者;蕩婦
honey,n.,心愛的人;蜂蜜
moral,n.,品行;道德
fork,n.,叉子
degrade,v.,貶低;降低;降低(人的)品格;降級
resume,v.,再繼續;恢復;繼續;重新開始
occupation,n.,"佔用;佔領;工作,職業"
ambulance,n.,救護車
attraction,n.,吸引;吸引力
mortal,n.,人;凡人
X-ray,n.,X光照片
exam,n.,考試
admit,v.,准許進入;可容納;承認
socket,n.,插口;插座
about,prep.,大約;關於
lunch,v.,吃午餐
towards,prep.,"向,朝;大約;將近;面對"
literature,n.,文學;文學作品
twenty,adj.,二十的
landscape,n.,"風景,景色"
pattern,v.,"仿造,模仿"
double,adj.,雙重的
underestimate,v.,低估
slip,n.,滑跤
measurement,n.,尺寸;測定;測量法
crumb,n.,少許;碎屑;麵包屑
spider,n.,蜘蛛
ear,n.,耳朵
investigation,n.,調查
flood,n.,"洪水,水災"
complaint,n.,怨言;抗議;抱怨
dig,v.,挖掘
here,n.,今世;這裡
slipper,n.,拖鞋
excerpt,v.,引用;摘錄
why,n.,"原因,理由;難解的問題,謎"
but,adv.,"只,僅僅,才;絕對地"
pneumonia,n.,肺炎
honest,adj.,誠實的
thirteen,adj.,十三的
garden,v.,";從事園藝,在園中種植"
infectious,adj.,傳染的;有感染力的
society,n.,社會
improve,v.,改善
eruption,n.,噴出;爆發
verb,n.,動詞
use,n.,用途
retire,v.,退休;退役
pig,n.,豬
neutral,n.,中立國;中立者;空檔
group,n.,一群
witch,n.,"女巫,巫婆"
dreadful,adj.,可怕的
bankrupt,n.,破產者;赤貧者
scream,v.,尖叫;放聲大哭
saddle,n.,(自行車、摩托車的)車座;馬鞍
approach,v.,"接近,靠近"
comment,n.,評論
in,adj.,在裡面的
neighborhood,n.,近鄰
lime,v.,撒石灰於
secret,n.,秘密
orient,n.,亞洲國家(尤指東亞)
eliminate,v.,"排除,消除"
electrician,n.,電工;電氣技師
sweep,n.,掃除
revolutionary,adj.,革命的
stormy,adj.,暴風雨的
tank,n.,坦克;槽
basket,n.,籃子
lotion,n.,"(化妝等用的)化妝水,塗劑"
meditate,v.,沈思;深思熟慮
symbolic,adj.,符號的;象徵的
anecdote,n.,祕史;軼事
reverse,v.,使反轉;倒退;反向;翻轉;顛倒
international,adj.,國際的
team,n.,隊
suspend,v.,使中止;使休學;使停職;吊掛;暫緩
opposite,adv.,"在對面,在對過"
perhaps,adv.,可能;或許
outlet,n.,出口;出路;商店
slope,n.,傾斜;坡度
peculiar,adj.,乖癖的;奇怪的
touch,v.,觸摸
baby-sit,v.,當臨時保姆
college,n.,大學;學院
time,n.,時間;次數
fair,adv.,"公平地,公正地;正面地"
capture,v.,俘虜;捕獲
administrate,v.,支配;管理
roll,n.,(一)捲;名單;捲餅;滾動;隆隆聲
guess,v.,猜
Centigrade,n.,攝氏度
cough,v.,咳嗽
logic,n.,邏輯;邏輯學
hill,n.,丘陵
parachute,n.,降落傘
view,n.,看法;視力;視野
examiner,n.,主考人;審查員;檢查人
smart,adj.,聰明的
counterpart,n.,功能相當之物;對應的人(或物);職務相當的人
typist,n.,打字員
walk,v.,走路
renew,v.,修補;換新
monitor,n.,監視器
boycott,n.,聯合抵制
distinguished,adj.,卓越的;著名的
natural,adj.,天然的
dye,v.,把...染上顏色
harbor,v.,庇護;藏匿
backward,adj.,向後的;落後的
diverse,adj.,不同的;互異的;各種各樣的;多變化的
counterclockwise,adv.,逆時針方向地;逆時鐘方向地
characteristic,n.,"特性,特徵"
cent,n.,分(錢幣)
elephant,n.,大象
eyebrow,n.,"眉,眉毛"
hook,v.,用鉤鉤住
operational,adj.,操作上的;經營上的
total,adj.,總的
ninety,n.,九十
immediate,adj.,即刻的
gram,n.,公克
attendant,n.,出席者;服務員;陪從
fruit,n.,水果
mouth,v.,誇大地說話
reach,v.,伸出;到
within,prep.,不超過;在…裡
factor,n.,因素;要素
isle,n.,小島
song,n.,歌曲
administrator,n.,管理人;行政官員
fort,n.,"堡壘,要塞"
percent,n.,百分之一
motel,n.,汽車旅館
hush,v.,"使沈默,使安靜"
drape,n.,幔;簾(尤指窗簾)
ferry,n.,渡船;渡輪
sheer,adv.,全然;十足地;陡峭地
profile,v.,寫傳略;描出輪廓;畫側面像
coral,n.,珊瑚
dime,n.,一角硬幣
hip,n.,臀部
anytime,adv.,在任何時候
giraffe,n.,長頸鹿
impress,v.,給...極深的印象
vertical,adj.,垂直的;豎的
subject,n.,主題;學科
vitality,n.,活力;生命力
warmth,n.,溫暖;熱情;親切
mystery,n.,"神祕,祕密"
colleague,n.,"同事,同僚"
imitation,n.,"仿造;偽造;模仿,模擬"
perfection,n.,完美;盡善盡美
that,adj.,那;那個
ozone,n.,臭氧
steam,v.,蒸
island,n.,島嶼
boost,v.,促進;抬;推動;舉
graph,n.,(曲線)圖;圖表
offend,v.,冒犯;觸怒
soft,adj.,柔軟的
breakthrough,n.,突圍;突破;突破性進展
teller,n.,(銀行)出納員;敘述者
shrub,n.,灌木;矮樹
debt,n.,"債,借款"
more,adv.,再;另外;更多
Christmas,n.,耶誕節
trail,n.,"拖曳物,尾部"
wedding,n.,婚禮
sugar,n.,糖
word,v.,用言詞表達
present,v.,提出
white,n.,白色
defeat,n.,"失敗,戰敗,挫折"
July,n.,七月
radiation,n.,放射線
astray,adj.,迷路的;離開正道的
video,n.,錄影帶;錄影機
web,n.,網狀物;蜘蛛網
pavement,n.,人行道;鋪築過的地面
agree,v.,同意
land,n.,陸地
basic,adj.,基本的
eastern,adj.,東方的
convict,v.,判...有罪;證明...有罪
torment,n.,折磨;痛苦;苦惱;苦痛
